"DESCRİPTİON","DURATİON İN MS","NAME","PARENT SUİTE","START TİME","STATUS","STOP TİME","SUB SUİTE","SUİTE","TEST CLASS","TEST METHOD"
"","67228","AG_SEARCH_TC001 Arama Senaryosu","","2025-11-13","passed","2025-11-13","","Agoda.com TEST","Agoda.com TEST",""
